# x, y, theta, v_l, v_r
13.83, 791.50, 1.931, 99.90, 99.90
13.48, 792.44, 1.931, 99.90, 99.90
13.13, 793.37, 1.931, 99.90, 99.90
12.78, 794.31, 1.931, 99.90, 99.90
12.42, 795.24, 1.931, 99.90, 99.90
12.07, 796.18, 1.931, 99.90, 99.90
11.72, 797.11, 1.931, 99.90, 99.90
11.37, 798.05, 1.931, 99.90, 99.90
11.29, 798.82, 1.420, 99.90, 48.88
11.44, 799.81, 1.420, 99.90, 99.90
11.59, 800.79, 1.420, 99.90, 99.90
11.74, 801.78, 1.420, 99.90, 99.90
11.89, 802.77, 1.420, 99.90, 99.90
12.04, 803.76, 1.420, 99.90, 99.90
12.19, 804.74, 1.420, 99.90, 99.90
12.34, 805.73, 1.420, 99.90, 99.90
12.49, 806.72, 1.420, 99.90, 99.90
12.64, 807.71, 1.420, 99.90, 99.90
12.79, 808.70, 1.420, 99.90, 99.90
12.94, 809.68, 1.420, 99.90, 99.90
13.09, 810.67, 1.420, 99.90, 99.90
13.24, 811.66, 1.420, 99.90, 99.90
13.39, 812.65, 1.420, 99.90, 99.90
13.54, 813.63, 1.420, 99.90, 99.90
13.69, 814.62, 1.420, 99.90, 99.90
13.84, 815.61, 1.420, 99.90, 99.90
13.99, 816.60, 1.420, 99.90, 99.90
14.14, 817.58, 1.420, 99.90, 99.90
14.29, 818.57, 1.420, 99.90, 99.90
14.44, 819.56, 1.420, 99.90, 99.90
14.59, 820.55, 1.420, 99.90, 99.90
14.74, 821.54, 1.420, 99.90, 99.90
14.89, 822.52, 1.420, 99.90, 99.90
15.04, 823.51, 1.420, 99.90, 99.90
15.19, 824.50, 1.420, 99.90, 99.90
15.34, 825.49, 1.420, 99.90, 99.90
15.49, 826.47, 1.420, 99.90, 99.90
15.64, 827.46, 1.420, 99.90, 99.90
15.79, 828.45, 1.420, 99.90, 99.90
15.94, 829.44, 1.420, 99.90, 99.90
16.09, 830.43, 1.420, 99.90, 99.90
16.24, 831.41, 1.420, 99.90, 99.90
16.39, 832.40, 1.420, 99.90, 99.90
16.54, 833.39, 1.420, 99.90, 99.90
16.69, 834.38, 1.420, 99.90, 99.90
16.84, 835.36, 1.420, 99.90, 99.90
16.99, 836.35, 1.420, 99.90, 99.90
17.14, 837.34, 1.420, 99.90, 99.90
17.29, 838.33, 1.420, 99.90, 99.90
17.44, 839.31, 1.420, 99.90, 99.90
17.59, 840.30, 1.420, 99.90, 99.90
17.74, 841.29, 1.420, 99.90, 99.90
17.89, 842.28, 1.420, 99.90, 99.90
18.03, 843.27, 1.420, 99.90, 99.90
18.18, 844.25, 1.420, 99.90, 99.90
18.33, 845.24, 1.420, 99.90, 99.90
18.48, 846.23, 1.420, 99.90, 99.90
18.63, 847.22, 1.420, 99.90, 99.90
18.78, 848.20, 1.420, 99.90, 99.90
18.93, 849.19, 1.420, 99.90, 99.90
19.08, 850.18, 1.420, 99.90, 99.90
19.23, 851.17, 1.420, 99.90, 99.90
19.38, 852.16, 1.420, 99.90, 99.90
19.53, 853.14, 1.420, 99.90, 99.90
19.68, 854.13, 1.420, 99.90, 99.90
19.83, 855.12, 1.420, 99.90, 99.90
19.98, 856.11, 1.420, 99.90, 99.90
20.13, 857.09, 1.420, 99.90, 99.90
20.28, 858.08, 1.420, 99.90, 99.90
20.43, 859.07, 1.420, 99.90, 99.90
20.58, 860.06, 1.420, 99.90, 99.90
20.73, 861.04, 1.420, 99.90, 99.90
20.88, 862.03, 1.420, 99.90, 99.90
21.03, 863.02, 1.420, 99.90, 99.90
21.18, 864.01, 1.420, 99.90, 99.90
21.33, 865.00, 1.420, 99.90, 99.90
21.48, 865.98, 1.420, 99.90, 99.90
21.63, 866.97, 1.420, 99.90, 99.90
21.77, 867.96, 1.430, 98.92, 99.90
21.92, 868.95, 1.430, 99.90, 99.90
22.06, 869.93, 1.430, 99.90, 99.90
22.20, 870.92, 1.430, 99.90, 99.90
22.11, 871.62, 1.931, 49.85, 99.90
21.76, 872.55, 1.940, 98.92, 99.90
21.40, 873.48, 1.940, 99.90, 99.90
21.04, 874.41, 1.940, 99.90, 99.90
20.61, 874.81, 2.441, 49.85, 99.90
20.18, 875.62, 1.940, 99.90, 49.85
19.82, 876.55, 1.940, 99.90, 99.90
19.46, 877.48, 1.940, 99.90, 99.90
19.10, 878.41, 1.940, 99.90, 99.90
18.73, 879.34, 1.940, 99.90, 99.90
18.37, 880.27, 1.940, 99.90, 99.90
18.01, 881.21, 1.940, 99.90, 99.90
17.65, 882.14, 1.940, 99.90, 99.90
17.29, 883.07, 1.940, 99.90, 99.90
16.93, 884.00, 1.940, 99.90, 99.90
16.57, 884.93, 1.940, 99.90, 99.90
16.21, 885.86, 1.940, 99.90, 99.90
15.85, 886.80, 1.940, 99.90, 99.90
15.49, 887.73, 1.940, 99.90, 99.90
15.13, 888.66, 1.940, 99.90, 99.90
14.77, 889.59, 1.940, 99.90, 99.90
14.40, 890.52, 1.940, 99.90, 99.90
14.04, 891.45, 1.940, 99.90, 99.90
13.68, 892.38, 1.940, 99.90, 99.90
13.32, 893.32, 1.940, 99.90, 99.90
12.96, 894.25, 1.940, 99.90, 99.90
12.60, 895.18, 1.940, 99.90, 99.90
12.24, 896.11, 1.940, 99.90, 99.90
12.15, 896.89, 1.440, 99.90, 49.85
12.28, 897.88, 1.440, 99.90, 99.90
12.41, 898.87, 1.440, 99.90, 99.90
12.54, 899.86, 1.440, 99.90, 99.90
12.67, 900.85, 1.440, 99.90, 99.90
12.80, 901.84, 1.440, 99.90, 99.90
12.93, 902.83, 1.440, 99.90, 99.90
13.07, 903.82, 1.440, 99.90, 99.90
13.20, 904.81, 1.440, 99.90, 99.90
13.33, 905.80, 1.440, 99.90, 99.90
13.46, 906.79, 1.440, 99.90, 99.90
13.59, 907.78, 1.440, 99.90, 99.90
13.72, 908.77, 1.440, 99.90, 99.90
13.85, 909.77, 1.440, 99.90, 99.90
13.98, 910.76, 1.440, 99.90, 99.90
14.11, 911.75, 1.440, 99.90, 99.90
14.24, 912.74, 1.440, 99.90, 99.90
14.37, 913.73, 1.440, 99.90, 99.90
14.50, 914.72, 1.440, 99.90, 99.90
14.63, 915.71, 1.440, 99.90, 99.90
14.76, 916.70, 1.440, 99.90, 99.90
14.89, 917.69, 1.440, 99.90, 99.90
15.02, 918.68, 1.440, 99.90, 99.90
15.15, 919.67, 1.440, 99.90, 99.90
15.28, 920.66, 1.440, 99.90, 99.90
15.41, 921.65, 1.440, 99.90, 99.90
15.54, 922.64, 1.440, 99.90, 99.90
15.67, 923.63, 1.440, 99.90, 99.90
15.81, 924.62, 1.440, 99.90, 99.90
15.94, 925.61, 1.440, 99.90, 99.90
16.07, 926.60, 1.440, 99.90, 99.90
16.20, 927.59, 1.440, 99.90, 99.90
16.33, 928.58, 1.440, 99.90, 99.90
16.46, 929.57, 1.440, 99.90, 99.90
16.59, 930.57, 1.440, 99.90, 99.90
16.72, 931.56, 1.440, 99.90, 99.90
16.85, 932.55, 1.440, 99.90, 99.90
16.98, 933.54, 1.440, 99.90, 99.90
17.11, 934.53, 1.440, 99.90, 99.90
17.24, 935.52, 1.440, 99.90, 99.90
17.37, 936.51, 1.440, 99.90, 99.90
17.50, 937.50, 1.440, 99.90, 99.90
17.63, 938.49, 1.440, 99.90, 99.90
17.76, 939.48, 1.440, 99.90, 99.90
17.89, 940.47, 1.440, 99.90, 99.90
18.02, 941.46, 1.440, 99.90, 99.90
18.15, 942.45, 1.440, 99.90, 99.90
18.28, 943.44, 1.440, 99.90, 99.90
18.42, 944.43, 1.440, 99.90, 99.90
18.55, 945.42, 1.440, 99.90, 99.90
18.68, 946.41, 1.440, 99.90, 99.90
18.81, 947.40, 1.440, 99.90, 99.90
18.94, 948.39, 1.440, 99.90, 99.90
19.07, 949.38, 1.440, 99.90, 99.90
19.20, 950.37, 1.440, 99.90, 99.90
19.33, 951.36, 1.440, 99.90, 99.90
19.46, 952.36, 1.440, 99.90, 99.90
19.59, 953.35, 1.440, 99.90, 99.90
19.72, 954.34, 1.440, 99.90, 99.90
19.85, 955.33, 1.440, 99.90, 99.90
19.98, 956.32, 1.440, 99.90, 99.90
20.11, 957.31, 1.440, 99.90, 99.90
20.24, 958.30, 1.440, 99.90, 99.90
20.37, 959.29, 1.440, 99.90, 99.90
20.50, 960.28, 1.440, 99.90, 99.90
20.41, 960.96, 1.950, 48.88, 99.90
20.04, 961.88, 1.960, 98.92, 99.90
19.66, 962.80, 1.970, 98.92, 99.90
19.27, 963.72, 1.970, 99.90, 99.90
18.88, 964.64, 1.970, 99.90, 99.90
18.49, 965.56, 1.970, 99.90, 99.90
18.11, 966.48, 1.970, 99.90, 99.90
17.72, 967.40, 1.970, 99.90, 99.90
17.33, 968.32, 1.970, 99.90, 99.90
16.94, 969.24, 1.970, 99.90, 99.90
16.55, 970.16, 1.970, 99.90, 99.90
16.17, 971.08, 1.970, 99.90, 99.90
15.78, 972.00, 1.970, 99.90, 99.90
15.39, 972.92, 1.970, 99.90, 99.90
15.28, 973.70, 1.459, 99.90, 48.88
15.40, 974.70, 1.459, 99.90, 99.90
15.51, 975.69, 1.459, 99.90, 99.90
15.77, 976.25, 0.949, 99.90, 48.88
16.35, 977.06, 0.949, 99.90, 99.90
16.92, 977.25, 0.439, 99.90, 48.88
17.82, 977.68, 0.439, 99.90, 99.90
18.73, 978.10, 0.439, 99.90, 99.90
19.29, 978.85, 0.949, 48.88, 99.90
19.88, 979.65, 0.939, 99.90, 98.92
20.47, 980.46, 0.939, 99.90, 99.90
21.04, 980.65, 0.439, 99.90, 49.85
21.94, 981.08, 0.439, 99.90, 99.90
22.85, 981.50, 0.439, 99.90, 99.90
23.75, 981.93, 0.439, 99.90, 99.90
24.65, 982.35, 0.439, 99.90, 99.90
25.56, 982.77, 0.439, 99.90, 99.90
26.46, 983.20, 0.439, 99.90, 99.90
27.37, 983.62, 0.439, 99.90, 99.90
28.27, 984.05, 0.439, 99.90, 99.90
29.18, 984.47, 0.439, 99.90, 99.90
30.08, 984.90, 0.439, 99.90, 99.90
30.99, 985.32, 0.439, 99.90, 99.90
31.89, 985.75, 0.439, 99.90, 99.90
32.79, 986.17, 0.439, 99.90, 99.90
33.70, 986.59, 0.439, 99.90, 99.90
34.60, 987.02, 0.439, 99.90, 99.90
35.51, 987.44, 0.439, 99.90, 99.90
36.23, 987.22, -0.071, 99.90, 48.88
37.23, 987.15, -0.071, 99.90, 99.90
38.22, 987.08, -0.071, 99.90, 99.90
39.22, 987.01, -0.071, 99.90, 99.90
40.22, 986.94, -0.071, 99.90, 99.90
41.21, 986.87, -0.071, 99.90, 99.90
42.21, 986.80, -0.071, 99.90, 99.90
43.21, 986.73, -0.071, 99.90, 99.90
44.20, 986.65, -0.071, 99.90, 99.90
45.20, 986.58, -0.071, 99.90, 99.90
46.20, 986.51, -0.071, 99.90, 99.90
47.19, 986.44, -0.071, 99.90, 99.90
48.19, 986.37, -0.071, 99.90, 99.90
49.18, 986.30, -0.071, 99.90, 99.90
50.18, 986.23, -0.071, 99.90, 99.90
51.18, 986.16, -0.071, 99.90, 99.90
52.17, 986.08, -0.071, 99.90, 99.90
53.17, 986.01, -0.071, 99.90, 99.90
54.17, 985.94, -0.071, 99.90, 99.90
55.16, 985.87, -0.071, 99.90, 99.90
56.16, 985.80, -0.071, 99.90, 99.90
57.16, 985.73, -0.071, 99.90, 99.90
58.15, 985.66, -0.071, 99.90, 99.90
59.15, 985.58, -0.071, 99.90, 99.90
60.15, 985.51, -0.071, 99.90, 99.90
61.14, 985.44, -0.071, 99.90, 99.90
62.14, 985.37, -0.071, 99.90, 99.90
63.14, 985.30, -0.071, 99.90, 99.90
64.13, 985.23, -0.071, 99.90, 99.90
65.13, 985.16, -0.071, 99.90, 99.90
66.12, 985.09, -0.071, 99.90, 99.90
67.12, 985.01, -0.071, 99.90, 99.90
68.12, 984.94, -0.071, 99.90, 99.90
69.11, 984.87, -0.071, 99.90, 99.90
70.11, 984.80, -0.071, 99.90, 99.90
71.11, 984.73, -0.071, 99.90, 99.90
72.10, 984.66, -0.071, 99.90, 99.90
73.10, 984.59, -0.071, 99.90, 99.90
74.10, 984.52, -0.071, 99.90, 99.90
75.09, 984.44, -0.071, 99.90, 99.90
76.09, 984.37, -0.071, 99.90, 99.90
77.09, 984.30, -0.071, 99.90, 99.90
78.08, 984.23, -0.071, 99.90, 99.90
79.08, 984.16, -0.071, 99.90, 99.90
80.08, 984.09, -0.071, 99.90, 99.90
81.07, 984.02, -0.071, 99.90, 99.90
82.07, 983.94, -0.071, 99.90, 99.90
83.06, 983.87, -0.071, 99.90, 99.90
84.06, 983.80, -0.071, 99.90, 99.90
85.06, 983.73, -0.071, 99.90, 99.90
86.05, 983.66, -0.071, 99.90, 99.90
87.05, 983.59, -0.071, 99.90, 99.90
88.05, 983.52, -0.071, 99.90, 99.90
89.04, 983.45, -0.071, 99.90, 99.90
90.04, 983.37, -0.071, 99.90, 99.90
91.04, 983.30, -0.071, 99.90, 99.90
92.03, 983.23, -0.071, 99.90, 99.90
93.03, 983.16, -0.071, 99.90, 99.90
94.03, 983.09, -0.071, 99.90, 99.90
95.02, 983.02, -0.071, 99.90, 99.90
96.02, 982.95, -0.071, 99.90, 99.90
97.02, 982.88, -0.071, 99.90, 99.90
98.01, 982.80, -0.071, 99.90, 99.90
99.01, 982.73, -0.071, 99.90, 99.90
100.00, 982.66, -0.071, 99.90, 99.90
101.00, 982.59, -0.071, 99.90, 99.90
102.00, 982.52, -0.071, 99.90, 99.90
102.99, 982.45, -0.071, 99.90, 99.90
103.99, 982.38, -0.071, 99.90, 99.90
104.99, 982.30, -0.071, 99.90, 99.90
105.98, 982.23, -0.071, 99.90, 99.90
106.98, 982.16, -0.071, 99.90, 99.90
107.98, 982.09, -0.071, 99.90, 99.90
108.97, 982.02, -0.071, 99.90, 99.90
109.97, 981.95, -0.071, 99.90, 99.90
110.97, 981.88, -0.071, 99.90, 99.90
111.96, 981.81, -0.071, 99.90, 99.90
112.96, 981.73, -0.071, 99.90, 99.90
113.96, 981.66, -0.071, 99.90, 99.90
114.95, 981.59, -0.071, 99.90, 99.90
115.95, 981.52, -0.071, 99.90, 99.90
116.94, 981.45, -0.071, 99.90, 99.90
117.94, 981.38, -0.071, 99.90, 99.90
118.94, 981.31, -0.071, 99.90, 99.90
119.93, 981.24, -0.071, 99.90, 99.90
120.93, 981.16, -0.071, 99.90, 99.90
121.93, 981.09, -0.071, 99.90, 99.90
122.92, 981.02, -0.071, 99.90, 99.90
123.92, 980.95, -0.071, 99.90, 99.90
124.92, 980.88, -0.071, 99.90, 99.90
125.91, 980.81, -0.071, 99.90, 99.90
126.91, 980.74, -0.071, 99.90, 99.90
127.91, 980.67, -0.071, 99.90, 99.90
128.90, 980.59, -0.071, 99.90, 99.90
129.90, 980.52, -0.071, 99.90, 99.90
130.90, 980.45, -0.071, 99.90, 99.90
131.89, 980.38, -0.071, 99.90, 99.90
132.89, 980.31, -0.071, 99.90, 99.90
133.62, 980.79, 0.429, 49.85, 99.90
134.53, 981.21, 0.429, 99.90, 99.90
135.43, 981.62, 0.429, 99.90, 99.90
136.34, 982.04, 0.429, 99.90, 99.90
137.25, 982.45, 0.429, 99.90, 99.90
138.16, 982.87, 0.429, 99.90, 99.90
139.07, 983.28, 0.429, 99.90, 99.90
139.98, 983.70, 0.429, 99.90, 99.90
140.89, 984.12, 0.429, 99.90, 99.90
141.79, 984.53, 0.429, 99.90, 99.90
142.70, 984.95, 0.429, 99.90, 99.90
143.61, 985.36, 0.429, 99.90, 99.90
144.52, 985.78, 0.429, 99.90, 99.90
145.43, 986.19, 0.429, 99.90, 99.90
146.34, 986.61, 0.429, 99.90, 99.90
147.24, 987.02, 0.429, 99.90, 99.90
148.15, 987.44, 0.429, 99.90, 99.90
149.06, 987.86, 0.429, 99.90, 99.90
149.97, 988.27, 0.429, 99.90, 99.90
150.69, 988.04, -0.081, 99.90, 48.88
151.69, 987.96, -0.081, 99.90, 99.90
152.69, 987.88, -0.081, 99.90, 99.90
153.68, 987.80, -0.081, 99.90, 99.90
154.68, 987.72, -0.081, 99.90, 99.90
155.67, 987.64, -0.081, 99.90, 99.90
156.67, 987.56, -0.081, 99.90, 99.90
157.67, 987.48, -0.081, 99.90, 99.90
158.66, 987.40, -0.081, 99.90, 99.90
159.66, 987.32, -0.081, 99.90, 99.90
160.65, 987.23, -0.081, 99.90, 99.90
161.65, 987.15, -0.081, 99.90, 99.90
162.64, 987.07, -0.081, 99.90, 99.90
163.64, 986.99, -0.081, 99.90, 99.90
164.64, 986.91, -0.081, 99.90, 99.90
165.63, 986.83, -0.081, 99.90, 99.90
166.63, 986.75, -0.081, 99.90, 99.90
167.62, 986.67, -0.081, 99.90, 99.90
168.62, 986.59, -0.081, 99.90, 99.90
169.61, 986.50, -0.081, 99.90, 99.90
170.61, 986.42, -0.081, 99.90, 99.90
171.61, 986.34, -0.081, 99.90, 99.90
172.60, 986.26, -0.081, 99.90, 99.90
173.60, 986.18, -0.081, 99.90, 99.90
174.59, 986.10, -0.081, 99.90, 99.90
175.59, 986.02, -0.081, 99.90, 99.90
176.58, 985.94, -0.081, 99.90, 99.90
177.58, 985.86, -0.081, 99.90, 99.90
178.58, 985.78, -0.081, 99.90, 99.90
179.57, 985.69, -0.081, 99.90, 99.90
180.57, 985.61, -0.081, 99.90, 99.90
181.56, 985.53, -0.081, 99.90, 99.90
182.56, 985.45, -0.081, 99.90, 99.90
183.55, 985.37, -0.081, 99.90, 99.90
184.55, 985.29, -0.081, 99.90, 99.90
185.55, 985.21, -0.081, 99.90, 99.90
186.54, 985.13, -0.081, 99.90, 99.90
187.54, 985.05, -0.081, 99.90, 99.90
188.53, 984.96, -0.081, 99.90, 99.90
189.53, 984.88, -0.081, 99.90, 99.90
190.52, 984.80, -0.081, 99.90, 99.90
191.52, 984.72, -0.081, 99.90, 99.90
192.52, 984.64, -0.081, 99.90, 99.90
193.51, 984.56, -0.081, 99.90, 99.90
194.51, 984.48, -0.081, 99.90, 99.90
195.50, 984.40, -0.081, 99.90, 99.90
196.50, 984.32, -0.081, 99.90, 99.90
197.49, 984.24, -0.081, 99.90, 99.90
198.49, 984.15, -0.081, 99.90, 99.90
199.49, 984.07, -0.081, 99.90, 99.90
200.48, 983.99, -0.081, 99.90, 99.90
201.48, 983.91, -0.081, 99.90, 99.90
202.47, 983.83, -0.081, 99.90, 99.90
203.47, 983.75, -0.081, 99.90, 99.90
204.46, 983.67, -0.081, 99.90, 99.90
205.46, 983.59, -0.081, 99.90, 99.90
206.46, 983.51, -0.081, 99.90, 99.90
207.45, 983.43, -0.081, 99.90, 99.90
208.45, 983.34, -0.081, 99.90, 99.90
209.44, 983.26, -0.081, 99.90, 99.90
210.44, 983.18, -0.081, 99.90, 99.90
211.43, 983.10, -0.081, 99.90, 99.90
212.43, 983.02, -0.081, 99.90, 99.90
213.43, 982.94, -0.081, 99.90, 99.90
214.42, 982.86, -0.081, 99.90, 99.90
215.42, 982.78, -0.081, 99.90, 99.90
216.41, 982.70, -0.081, 99.90, 99.90
217.41, 982.61, -0.081, 99.90, 99.90
218.40, 982.53, -0.081, 99.90, 99.90
219.40, 982.45, -0.081, 99.90, 99.90
220.40, 982.37, -0.081, 99.90, 99.90
221.39, 982.29, -0.081, 99.90, 99.90
222.39, 982.21, -0.081, 99.90, 99.90
223.38, 982.13, -0.081, 99.90, 99.90
224.38, 982.05, -0.081, 99.90, 99.90
225.37, 981.97, -0.081, 99.90, 99.90
226.37, 981.89, -0.081, 99.90, 99.90
227.37, 981.80, -0.081, 99.90, 99.90
228.36, 981.72, -0.081, 99.90, 99.90
229.36, 981.64, -0.081, 99.90, 99.90
230.35, 981.56, -0.081, 99.90, 99.90
231.35, 981.48, -0.081, 99.90, 99.90
232.34, 981.40, -0.081, 99.90, 99.90
233.34, 981.32, -0.081, 99.90, 99.90
234.34, 981.24, -0.081, 99.90, 99.90
235.33, 981.16, -0.081, 99.90, 99.90
236.33, 981.08, -0.081, 99.90, 99.90
237.32, 980.99, -0.081, 99.90, 99.90
238.32, 980.91, -0.081, 99.90, 99.90
239.31, 980.83, -0.081, 99.90, 99.90
240.31, 980.75, -0.081, 99.90, 99.90
241.31, 980.67, -0.081, 99.90, 99.90
242.30, 980.59, -0.081, 99.90, 99.90
243.30, 980.51, -0.081, 99.90, 99.90
244.29, 980.43, -0.081, 99.90, 99.90
245.28, 980.36, -0.071, 98.92, 99.90
246.28, 980.30, -0.062, 98.92, 99.90
247.27, 980.24, -0.062, 99.90, 99.90
248.27, 980.18, -0.062, 99.90, 99.90
249.00, 980.67, 0.439, 49.85, 99.90
249.90, 981.09, 0.439, 99.90, 99.90
250.48, 981.84, 0.939, 49.85, 99.90
251.05, 982.03, 0.429, 99.90, 48.88
251.95, 982.44, 0.429, 99.90, 99.90
252.86, 982.86, 0.429, 99.90, 99.90
253.77, 983.27, 0.429, 99.90, 99.90
254.68, 983.69, 0.429, 99.90, 99.90
255.59, 984.10, 0.429, 99.90, 99.90
256.50, 984.52, 0.429, 99.90, 99.90
257.40, 984.94, 0.429, 99.90, 99.90
258.31, 985.35, 0.429, 99.90, 99.90
259.22, 985.77, 0.429, 99.90, 99.90
260.13, 986.18, 0.429, 99.90, 99.90
261.04, 986.60, 0.429, 99.90, 99.90
261.95, 987.01, 0.429, 99.90, 99.90
262.86, 987.43, 0.429, 99.90, 99.90
263.76, 987.84, 0.429, 99.90, 99.90
264.49, 987.62, -0.081, 99.90, 48.88
265.48, 987.54, -0.081, 99.90, 99.90
266.48, 987.46, -0.081, 99.90, 99.90
267.48, 987.37, -0.081, 99.90, 99.90
268.47, 987.29, -0.081, 99.90, 99.90
269.47, 987.21, -0.081, 99.90, 99.90
270.46, 987.13, -0.081, 99.90, 99.90
271.46, 987.05, -0.081, 99.90, 99.90
272.45, 986.97, -0.081, 99.90, 99.90
273.45, 986.89, -0.081, 99.90, 99.90
274.45, 986.81, -0.081, 99.90, 99.90
275.44, 986.73, -0.081, 99.90, 99.90
276.44, 986.65, -0.081, 99.90, 99.90
277.43, 986.56, -0.081, 99.90, 99.90
278.43, 986.48, -0.081, 99.90, 99.90
279.42, 986.40, -0.081, 99.90, 99.90
280.42, 986.32, -0.081, 99.90, 99.90
281.42, 986.24, -0.081, 99.90, 99.90
282.41, 986.16, -0.081, 99.90, 99.90
283.41, 986.08, -0.081, 99.90, 99.90
284.40, 986.00, -0.081, 99.90, 99.90
285.40, 985.92, -0.081, 99.90, 99.90
286.39, 985.83, -0.081, 99.90, 99.90
287.39, 985.75, -0.081, 99.90, 99.90
288.39, 985.67, -0.081, 99.90, 99.90
289.38, 985.59, -0.081, 99.90, 99.90
290.38, 985.51, -0.081, 99.90, 99.90
291.37, 985.43, -0.081, 99.90, 99.90
292.37, 985.35, -0.081, 99.90, 99.90
293.36, 985.27, -0.081, 99.90, 99.90
294.36, 985.19, -0.081, 99.90, 99.90
295.36, 985.11, -0.081, 99.90, 99.90
296.35, 985.02, -0.081, 99.90, 99.90
297.35, 984.94, -0.081, 99.90, 99.90
298.34, 984.86, -0.081, 99.90, 99.90
299.34, 984.78, -0.081, 99.90, 99.90
300.33, 984.70, -0.081, 99.90, 99.90
301.33, 984.62, -0.081, 99.90, 99.90
302.33, 984.54, -0.081, 99.90, 99.90
303.32, 984.46, -0.081, 99.90, 99.90
304.32, 984.38, -0.081, 99.90, 99.90
305.31, 984.30, -0.081, 99.90, 99.90
306.31, 984.21, -0.081, 99.90, 99.90
307.31, 984.13, -0.081, 99.90, 99.90
308.30, 984.05, -0.081, 99.90, 99.90
309.30, 983.97, -0.081, 99.90, 99.90
310.29, 983.89, -0.081, 99.90, 99.90
311.29, 983.81, -0.081, 99.90, 99.90
312.28, 983.73, -0.081, 99.90, 99.90
313.28, 983.65, -0.081, 99.90, 99.90
314.28, 983.57, -0.081, 99.90, 99.90
315.27, 983.48, -0.081, 99.90, 99.90
316.27, 983.40, -0.081, 99.90, 99.90
317.26, 983.32, -0.081, 99.90, 99.90
318.26, 983.24, -0.081, 99.90, 99.90
319.25, 983.16, -0.081, 99.90, 99.90
320.25, 983.08, -0.081, 99.90, 99.90
320.98, 983.55, 0.419, 49.85, 99.90
321.89, 983.96, 0.419, 99.90, 99.90
322.80, 984.37, 0.419, 99.90, 99.90
323.72, 984.77, 0.419, 99.90, 99.90
324.63, 985.18, 0.419, 99.90, 99.90
325.54, 985.59, 0.419, 99.90, 99.90
326.45, 986.00, 0.419, 99.90, 99.90
327.37, 986.40, 0.419, 99.90, 99.90
328.28, 986.81, 0.419, 99.90, 99.90
329.19, 987.22, 0.419, 99.90, 99.90
330.10, 987.63, 0.429, 98.92, 99.90
331.01, 988.05, 0.429, 99.90, 99.90
331.91, 988.48, 0.439, 98.92, 99.90
332.81, 988.91, 0.449, 98.92, 99.90
333.70, 989.36, 0.458, 98.92, 99.90
334.60, 989.80, 0.458, 99.90, 99.90
335.49, 990.25, 0.468, 98.92, 99.90
336.38, 990.70, 0.468, 99.90, 99.90
336.94, 991.46, 0.969, 49.85, 99.90
337.50, 992.28, 0.969, 99.90, 99.90
338.07, 993.10, 0.969, 99.90, 99.90
338.32, 993.92, 1.479, 48.88, 99.90
338.20, 994.59, 1.979, 49.85, 99.90
337.80, 995.51, 1.979, 99.90, 99.90
337.35, 995.87, 2.490, 48.88, 99.90
336.56, 996.47, 2.490, 99.90, 99.90
335.76, 997.08, 2.490, 99.90, 99.90
335.31, 997.88, 1.979, 99.90, 48.88
335.19, 998.67, 1.479, 99.90, 49.85
335.28, 999.66, 1.479, 99.90, 99.90
335.37, 1000.66, 1.479, 99.90, 99.90
335.47, 1001.65, 1.479, 99.90, 99.90
335.56, 1002.65, 1.479, 99.90, 99.90
335.65, 1003.64, 1.479, 99.90, 99.90
335.74, 1004.64, 1.479, 99.90, 99.90
335.83, 1005.63, 1.479, 99.90, 99.90
335.92, 1006.63, 1.479, 99.90, 99.90
336.02, 1007.62, 1.479, 99.90, 99.90
336.11, 1008.62, 1.479, 99.90, 99.90
336.20, 1009.61, 1.479, 99.90, 99.90
336.29, 1010.61, 1.479, 99.90, 99.90
336.38, 1011.60, 1.479, 99.90, 99.90
336.47, 1012.60, 1.479, 99.90, 99.90
336.57, 1013.59, 1.479, 99.90, 99.90
336.66, 1014.59, 1.479, 99.90, 99.90
336.75, 1015.58, 1.479, 99.90, 99.90
336.84, 1016.58, 1.479, 99.90, 99.90
336.93, 1017.57, 1.479, 99.90, 99.90
337.02, 1018.57, 1.479, 99.90, 99.90
337.12, 1019.56, 1.479, 99.90, 99.90
337.21, 1020.55, 1.479, 99.90, 99.90
337.30, 1021.55, 1.479, 99.90, 99.90
337.39, 1022.54, 1.479, 99.90, 99.90
337.48, 1023.54, 1.479, 99.90, 99.90
337.57, 1024.53, 1.479, 99.90, 99.90
337.67, 1025.53, 1.479, 99.90, 99.90
337.76, 1026.52, 1.479, 99.90, 99.90
337.85, 1027.52, 1.479, 99.90, 99.90
337.94, 1028.51, 1.479, 99.90, 99.90
338.03, 1029.51, 1.479, 99.90, 99.90
338.12, 1030.50, 1.479, 99.90, 99.90
338.22, 1031.50, 1.479, 99.90, 99.90
338.31, 1032.49, 1.479, 99.90, 99.90
338.40, 1033.49, 1.479, 99.90, 99.90
338.49, 1034.48, 1.479, 99.90, 99.90
338.58, 1035.48, 1.479, 99.90, 99.90
338.67, 1036.47, 1.479, 99.90, 99.90
338.77, 1037.47, 1.479, 99.90, 99.90
338.86, 1038.46, 1.479, 99.90, 99.90
338.95, 1039.46, 1.479, 99.90, 99.90
339.04, 1040.45, 1.479, 99.90, 99.90
339.13, 1041.45, 1.479, 99.90, 99.90
