# x, y, theta, v_l, v_r
19.23, 2698.13, 1.518, 99.90, 99.90
19.28, 2699.13, 1.518, 99.90, 99.90
19.33, 2700.12, 1.518, 99.90, 99.90
19.39, 2701.12, 1.518, 99.90, 99.90
19.44, 2702.12, 1.518, 99.90, 99.90
19.49, 2703.12, 1.518, 99.90, 99.90
19.54, 2704.11, 1.518, 99.90, 99.90
19.60, 2705.11, 1.518, 99.90, 99.90
19.65, 2706.11, 1.518, 99.90, 99.90
19.70, 2707.11, 1.518, 99.90, 99.90
19.76, 2708.10, 1.518, 99.90, 99.90
19.81, 2709.10, 1.518, 99.90, 99.90
19.86, 2710.10, 1.518, 99.90, 99.90
19.91, 2711.10, 1.518, 99.90, 99.90
19.97, 2712.09, 1.518, 99.90, 99.90
20.02, 2713.09, 1.518, 99.90, 99.90
20.07, 2714.09, 1.518, 99.90, 99.90
20.12, 2715.09, 1.518, 99.90, 99.90
20.18, 2716.09, 1.518, 99.90, 99.90
20.23, 2717.08, 1.518, 99.90, 99.90
20.28, 2718.08, 1.518, 99.90, 99.90
20.34, 2719.08, 1.518, 99.90, 99.90
20.39, 2720.08, 1.518, 99.90, 99.90
20.44, 2721.07, 1.518, 99.90, 99.90
20.49, 2722.07, 1.518, 99.90, 99.90
20.55, 2723.07, 1.518, 99.90, 99.90
20.60, 2724.07, 1.518, 99.90, 99.90
20.65, 2725.06, 1.518, 99.90, 99.90
20.70, 2726.06, 1.518, 99.90, 99.90
20.76, 2727.06, 1.518, 99.90, 99.90
20.81, 2728.06, 1.518, 99.90, 99.90
20.86, 2729.05, 1.518, 99.90, 99.90
20.71, 2729.70, 2.028, 48.88, 99.90
20.27, 2730.60, 2.028, 99.90, 99.90
19.83, 2731.50, 2.028, 99.90, 99.90
19.39, 2732.38, 2.038, 98.92, 99.90
18.94, 2733.27, 2.038, 99.90, 99.90
18.49, 2734.16, 2.038, 99.90, 99.90
18.04, 2735.06, 2.038, 99.90, 99.90
17.59, 2735.95, 2.038, 99.90, 99.90
17.14, 2736.84, 2.038, 99.90, 99.90
16.69, 2737.73, 2.038, 99.90, 99.90
16.24, 2738.62, 2.038, 99.90, 99.90
15.79, 2739.52, 2.038, 99.90, 99.90
15.34, 2740.41, 2.038, 99.90, 99.90
14.89, 2741.30, 2.038, 99.90, 99.90
14.44, 2742.19, 2.038, 99.90, 99.90
13.99, 2743.08, 2.038, 99.90, 99.90
13.55, 2743.98, 2.028, 99.90, 98.92
13.40, 2744.77, 1.518, 99.90, 48.88
13.45, 2745.77, 1.518, 99.90, 99.90
13.50, 2746.77, 1.518, 99.90, 99.90
13.56, 2747.76, 1.518, 99.90, 99.90
13.61, 2748.76, 1.518, 99.90, 99.90
13.66, 2749.76, 1.518, 99.90, 99.90
13.71, 2750.76, 1.518, 99.90, 99.90
13.77, 2751.75, 1.518, 99.90, 99.90
13.82, 2752.75, 1.518, 99.90, 99.90
13.87, 2753.75, 1.518, 99.90, 99.90
13.92, 2754.75, 1.518, 99.90, 99.90
13.98, 2755.75, 1.518, 99.90, 99.90
14.03, 2756.74, 1.518, 99.90, 99.90
14.08, 2757.74, 1.518, 99.90, 99.90
14.14, 2758.74, 1.518, 99.90, 99.90
14.19, 2759.74, 1.518, 99.90, 99.90
14.24, 2760.73, 1.518, 99.90, 99.90
14.29, 2761.73, 1.518, 99.90, 99.90
14.35, 2762.73, 1.518, 99.90, 99.90
14.40, 2763.73, 1.518, 99.90, 99.90
14.45, 2764.72, 1.518, 99.90, 99.90
14.50, 2765.72, 1.518, 99.90, 99.90
14.56, 2766.72, 1.518, 99.90, 99.90
14.61, 2767.72, 1.518, 99.90, 99.90
14.66, 2768.71, 1.518, 99.90, 99.90
14.71, 2769.71, 1.518, 99.90, 99.90
14.77, 2770.71, 1.518, 99.90, 99.90
14.82, 2771.71, 1.518, 99.90, 99.90
14.87, 2772.71, 1.518, 99.90, 99.90
14.93, 2773.70, 1.518, 99.90, 99.90
14.98, 2774.70, 1.518, 99.90, 99.90
15.03, 2775.70, 1.518, 99.90, 99.90
15.08, 2776.70, 1.518, 99.90, 99.90
15.14, 2777.69, 1.518, 99.90, 99.90
15.19, 2778.69, 1.518, 99.90, 99.90
15.24, 2779.69, 1.518, 99.90, 99.90
15.29, 2780.69, 1.518, 99.90, 99.90
15.35, 2781.68, 1.518, 99.90, 99.90
15.40, 2782.68, 1.518, 99.90, 99.90
15.45, 2783.68, 1.518, 99.90, 99.90
15.51, 2784.68, 1.518, 99.90, 99.90
15.56, 2785.67, 1.518, 99.90, 99.90
15.61, 2786.67, 1.518, 99.90, 99.90
15.66, 2787.67, 1.518, 99.90, 99.90
15.72, 2788.67, 1.518, 99.90, 99.90
15.77, 2789.66, 1.518, 99.90, 99.90
15.82, 2790.66, 1.518, 99.90, 99.90
15.87, 2791.66, 1.518, 99.90, 99.90
15.93, 2792.66, 1.518, 99.90, 99.90
15.98, 2793.66, 1.518, 99.90, 99.90
16.03, 2794.65, 1.518, 99.90, 99.90
16.09, 2795.65, 1.518, 99.90, 99.90
16.14, 2796.65, 1.518, 99.90, 99.90
16.19, 2797.65, 1.518, 99.90, 99.90
16.24, 2798.64, 1.518, 99.90, 99.90
16.30, 2799.64, 1.518, 99.90, 99.90
16.35, 2800.64, 1.518, 99.90, 99.90
16.40, 2801.64, 1.518, 99.90, 99.90
16.45, 2802.63, 1.518, 99.90, 99.90
16.51, 2803.63, 1.518, 99.90, 99.90
16.56, 2804.63, 1.518, 99.90, 99.90
16.61, 2805.63, 1.518, 99.90, 99.90
16.67, 2806.62, 1.518, 99.90, 99.90
16.72, 2807.62, 1.518, 99.90, 99.90
16.77, 2808.62, 1.518, 99.90, 99.90
16.82, 2809.62, 1.518, 99.90, 99.90
16.88, 2810.62, 1.518, 99.90, 99.90
16.93, 2811.61, 1.518, 99.90, 99.90
16.98, 2812.61, 1.518, 99.90, 99.90
17.03, 2813.61, 1.518, 99.90, 99.90
17.09, 2814.61, 1.518, 99.90, 99.90
17.14, 2815.60, 1.518, 99.90, 99.90
17.19, 2816.60, 1.518, 99.90, 99.90
17.25, 2817.60, 1.518, 99.90, 99.90
17.30, 2818.60, 1.518, 99.90, 99.90
17.35, 2819.59, 1.518, 99.90, 99.90
17.40, 2820.59, 1.518, 99.90, 99.90
17.46, 2821.59, 1.518, 99.90, 99.90
17.51, 2822.59, 1.518, 99.90, 99.90
17.56, 2823.58, 1.518, 99.90, 99.90
17.61, 2824.58, 1.518, 99.90, 99.90
17.67, 2825.58, 1.518, 99.90, 99.90
17.72, 2826.58, 1.518, 99.90, 99.90
17.77, 2827.57, 1.518, 99.90, 99.90
17.82, 2828.57, 1.518, 99.90, 99.90
17.88, 2829.57, 1.518, 99.90, 99.90
17.93, 2830.57, 1.518, 99.90, 99.90
17.98, 2831.57, 1.518, 99.90, 99.90
18.04, 2832.56, 1.518, 99.90, 99.90
18.09, 2833.56, 1.518, 99.90, 99.90
18.14, 2834.56, 1.518, 99.90, 99.90
18.19, 2835.56, 1.518, 99.90, 99.90
18.25, 2836.55, 1.518, 99.90, 99.90
18.30, 2837.55, 1.518, 99.90, 99.90
18.35, 2838.55, 1.518, 99.90, 99.90
18.40, 2839.55, 1.518, 99.90, 99.90
18.46, 2840.54, 1.518, 99.90, 99.90
18.51, 2841.54, 1.518, 99.90, 99.90
18.56, 2842.54, 1.518, 99.90, 99.90
18.62, 2843.54, 1.518, 99.90, 99.90
18.67, 2844.53, 1.518, 99.90, 99.90
18.72, 2845.53, 1.518, 99.90, 99.90
18.77, 2846.53, 1.518, 99.90, 99.90
18.83, 2847.53, 1.518, 99.90, 99.90
18.88, 2848.53, 1.518, 99.90, 99.90
18.93, 2849.52, 1.518, 99.90, 99.90
18.98, 2850.52, 1.518, 99.90, 99.90
19.04, 2851.52, 1.518, 99.90, 99.90
19.09, 2852.52, 1.518, 99.90, 99.90
19.14, 2853.51, 1.518, 99.90, 99.90
19.20, 2854.51, 1.518, 99.90, 99.90
19.25, 2855.51, 1.518, 99.90, 99.90
19.30, 2856.51, 1.518, 99.90, 99.90
19.35, 2857.50, 1.518, 99.90, 99.90
19.41, 2858.50, 1.518, 99.90, 99.90
19.46, 2859.50, 1.518, 99.90, 99.90
19.51, 2860.50, 1.518, 99.90, 99.90
19.56, 2861.49, 1.518, 99.90, 99.90
19.62, 2862.49, 1.518, 99.90, 99.90
19.67, 2863.49, 1.518, 99.90, 99.90
19.72, 2864.49, 1.518, 99.90, 99.90
19.78, 2865.48, 1.518, 99.90, 99.90
19.83, 2866.48, 1.518, 99.90, 99.90
19.88, 2867.48, 1.518, 99.90, 99.90
19.93, 2868.48, 1.518, 99.90, 99.90
19.99, 2869.48, 1.518, 99.90, 99.90
20.04, 2870.47, 1.518, 99.90, 99.90
20.09, 2871.47, 1.518, 99.90, 99.90
20.14, 2872.47, 1.518, 99.90, 99.90
20.20, 2873.47, 1.518, 99.90, 99.90
20.25, 2874.46, 1.518, 99.90, 99.90
20.30, 2875.46, 1.518, 99.90, 99.90
20.35, 2876.46, 1.518, 99.90, 99.90
20.41, 2877.46, 1.518, 99.90, 99.90
20.46, 2878.45, 1.518, 99.90, 99.90
20.51, 2879.45, 1.518, 99.90, 99.90
20.37, 2880.11, 2.018, 49.85, 99.90
19.94, 2881.01, 2.018, 99.90, 99.90
19.50, 2881.91, 2.018, 99.90, 99.90
19.03, 2882.25, 2.519, 49.85, 99.90
18.56, 2883.04, 2.009, 99.90, 48.88
18.13, 2883.95, 2.009, 99.90, 99.90
17.71, 2884.85, 2.009, 99.90, 99.90
17.29, 2885.76, 2.009, 99.90, 99.90
16.86, 2886.66, 2.009, 99.90, 99.90
16.44, 2887.57, 2.009, 99.90, 99.90
16.01, 2888.47, 2.009, 99.90, 99.90
15.59, 2889.38, 2.009, 99.90, 99.90
15.17, 2890.28, 2.009, 99.90, 99.90
14.74, 2891.19, 2.009, 99.90, 99.90
14.32, 2892.09, 2.009, 99.90, 99.90
14.18, 2892.89, 1.508, 99.90, 49.85
14.24, 2893.88, 1.508, 99.90, 99.90
14.31, 2894.88, 1.508, 99.90, 99.90
14.37, 2895.88, 1.508, 99.90, 99.90
14.43, 2896.87, 1.508, 99.90, 99.90
14.49, 2897.87, 1.508, 99.90, 99.90
14.56, 2898.87, 1.508, 99.90, 99.90
14.62, 2899.87, 1.508, 99.90, 99.90
14.68, 2900.86, 1.508, 99.90, 99.90
14.74, 2901.86, 1.508, 99.90, 99.90
14.81, 2902.86, 1.508, 99.90, 99.90
14.87, 2903.85, 1.508, 99.90, 99.90
14.93, 2904.85, 1.508, 99.90, 99.90
14.99, 2905.85, 1.508, 99.90, 99.90
15.06, 2906.85, 1.508, 99.90, 99.90
15.12, 2907.84, 1.508, 99.90, 99.90
15.18, 2908.84, 1.508, 99.90, 99.90
15.24, 2909.84, 1.508, 99.90, 99.90
15.31, 2910.83, 1.508, 99.90, 99.90
15.37, 2911.83, 1.508, 99.90, 99.90
15.43, 2912.83, 1.508, 99.90, 99.90
15.49, 2913.82, 1.508, 99.90, 99.90
15.56, 2914.82, 1.508, 99.90, 99.90
15.62, 2915.82, 1.508, 99.90, 99.90
15.68, 2916.82, 1.508, 99.90, 99.90
15.74, 2917.81, 1.508, 99.90, 99.90
15.81, 2918.81, 1.508, 99.90, 99.90
15.87, 2919.81, 1.508, 99.90, 99.90
15.93, 2920.80, 1.508, 99.90, 99.90
15.99, 2921.80, 1.508, 99.90, 99.90
16.06, 2922.80, 1.508, 99.90, 99.90
16.12, 2923.80, 1.508, 99.90, 99.90
16.18, 2924.79, 1.508, 99.90, 99.90
16.24, 2925.79, 1.508, 99.90, 99.90
16.31, 2926.79, 1.508, 99.90, 99.90
16.37, 2927.78, 1.508, 99.90, 99.90
16.43, 2928.78, 1.508, 99.90, 99.90
16.49, 2929.78, 1.508, 99.90, 99.90
16.56, 2930.77, 1.508, 99.90, 99.90
16.62, 2931.77, 1.508, 99.90, 99.90
16.68, 2932.77, 1.508, 99.90, 99.90
16.74, 2933.77, 1.508, 99.90, 99.90
16.80, 2934.76, 1.508, 99.90, 99.90
16.87, 2935.76, 1.508, 99.90, 99.90
16.93, 2936.76, 1.508, 99.90, 99.90
16.99, 2937.75, 1.508, 99.90, 99.90
17.05, 2938.75, 1.508, 99.90, 99.90
17.12, 2939.75, 1.508, 99.90, 99.90
17.18, 2940.75, 1.508, 99.90, 99.90
17.24, 2941.74, 1.508, 99.90, 99.90
17.30, 2942.74, 1.508, 99.90, 99.90
17.37, 2943.74, 1.508, 99.90, 99.90
17.43, 2944.73, 1.508, 99.90, 99.90
17.49, 2945.73, 1.508, 99.90, 99.90
17.55, 2946.73, 1.508, 99.90, 99.90
17.62, 2947.73, 1.508, 99.90, 99.90
17.68, 2948.72, 1.508, 99.90, 99.90
17.74, 2949.72, 1.508, 99.90, 99.90
17.80, 2950.72, 1.508, 99.90, 99.90
17.87, 2951.71, 1.508, 99.90, 99.90
17.93, 2952.71, 1.508, 99.90, 99.90
17.99, 2953.71, 1.508, 99.90, 99.90
18.05, 2954.70, 1.508, 99.90, 99.90
18.12, 2955.70, 1.508, 99.90, 99.90
18.18, 2956.70, 1.508, 99.90, 99.90
18.24, 2957.70, 1.508, 99.90, 99.90
18.30, 2958.69, 1.508, 99.90, 99.90
18.37, 2959.69, 1.508, 99.90, 99.90
18.43, 2960.69, 1.508, 99.90, 99.90
18.49, 2961.68, 1.508, 99.90, 99.90
18.55, 2962.68, 1.508, 99.90, 99.90
18.62, 2963.68, 1.508, 99.90, 99.90
18.68, 2964.68, 1.508, 99.90, 99.90
18.74, 2965.67, 1.508, 99.90, 99.90
18.80, 2966.67, 1.508, 99.90, 99.90
18.87, 2967.67, 1.508, 99.90, 99.90
18.93, 2968.66, 1.508, 99.90, 99.90
18.99, 2969.66, 1.508, 99.90, 99.90
19.22, 2970.25, 0.998, 99.90, 48.88
19.76, 2971.09, 0.998, 99.90, 99.90
20.30, 2971.93, 0.998, 99.90, 99.90
20.85, 2972.77, 0.998, 99.90, 99.90
21.39, 2973.61, 0.998, 99.90, 99.90
21.93, 2973.84, 0.488, 99.90, 48.88
22.81, 2974.31, 0.488, 99.90, 99.90
23.69, 2974.77, 0.488, 99.90, 99.90
24.58, 2975.24, 0.488, 99.90, 99.90
25.46, 2975.71, 0.488, 99.90, 99.90
26.34, 2976.18, 0.488, 99.90, 99.90
26.88, 2976.94, 0.998, 48.88, 99.90
27.43, 2977.77, 0.988, 99.90, 98.92
27.98, 2978.59, 0.978, 99.90, 98.92
28.54, 2979.41, 0.969, 99.90, 98.92
29.09, 2979.63, 0.468, 99.90, 49.85
29.99, 2980.08, 0.468, 99.90, 99.90
30.88, 2980.53, 0.468, 99.90, 99.90
31.77, 2980.98, 0.468, 99.90, 99.90
32.66, 2981.43, 0.468, 99.90, 99.90
33.21, 2982.19, 0.978, 48.88, 99.90
33.76, 2982.41, 0.468, 99.90, 48.88
34.32, 2983.16, 0.969, 49.85, 99.90
34.88, 2983.37, 0.458, 99.90, 48.88
35.77, 2983.81, 0.458, 99.90, 99.90
36.67, 2984.25, 0.458, 99.90, 99.90
37.57, 2984.70, 0.458, 99.90, 99.90
38.46, 2985.14, 0.458, 99.90, 99.90
39.36, 2985.58, 0.458, 99.90, 99.90
40.25, 2986.02, 0.458, 99.90, 99.90
41.15, 2986.46, 0.458, 99.90, 99.90
42.05, 2986.91, 0.458, 99.90, 99.90
42.94, 2987.33, 0.449, 99.90, 98.92
43.84, 2987.75, 0.439, 99.90, 98.92
44.56, 2987.53, -0.071, 99.90, 48.88
45.56, 2987.46, -0.071, 99.90, 99.90
46.55, 2987.39, -0.071, 99.90, 99.90
47.55, 2987.32, -0.071, 99.90, 99.90
48.55, 2987.25, -0.071, 99.90, 99.90
49.54, 2987.18, -0.071, 99.90, 99.90
50.54, 2987.10, -0.071, 99.90, 99.90
51.54, 2987.03, -0.071, 99.90, 99.90
52.53, 2986.96, -0.071, 99.90, 99.90
53.53, 2986.89, -0.071, 99.90, 99.90
54.52, 2986.82, -0.071, 99.90, 99.90
55.52, 2986.75, -0.071, 99.90, 99.90
56.52, 2986.68, -0.071, 99.90, 99.90
57.51, 2986.61, -0.071, 99.90, 99.90
58.51, 2986.53, -0.071, 99.90, 99.90
59.51, 2986.46, -0.071, 99.90, 99.90
60.50, 2986.39, -0.071, 99.90, 99.90
61.50, 2986.32, -0.071, 99.90, 99.90
62.50, 2986.25, -0.071, 99.90, 99.90
63.49, 2986.18, -0.071, 99.90, 99.90
64.49, 2986.11, -0.071, 99.90, 99.90
65.49, 2986.04, -0.071, 99.90, 99.90
66.48, 2985.96, -0.071, 99.90, 99.90
67.48, 2985.89, -0.071, 99.90, 99.90
68.48, 2985.82, -0.071, 99.90, 99.90
69.47, 2985.75, -0.071, 99.90, 99.90
70.47, 2985.68, -0.071, 99.90, 99.90
71.46, 2985.61, -0.071, 99.90, 99.90
72.46, 2985.54, -0.071, 99.90, 99.90
73.46, 2985.46, -0.071, 99.90, 99.90
74.45, 2985.39, -0.071, 99.90, 99.90
75.45, 2985.32, -0.071, 99.90, 99.90
76.45, 2985.25, -0.071, 99.90, 99.90
77.44, 2985.18, -0.071, 99.90, 99.90
78.44, 2985.11, -0.071, 99.90, 99.90
79.44, 2985.04, -0.071, 99.90, 99.90
80.43, 2984.97, -0.071, 99.90, 99.90
81.43, 2984.89, -0.071, 99.90, 99.90
82.43, 2984.82, -0.071, 99.90, 99.90
83.42, 2984.75, -0.071, 99.90, 99.90
84.42, 2984.68, -0.071, 99.90, 99.90
85.42, 2984.61, -0.071, 99.90, 99.90
86.41, 2984.54, -0.071, 99.90, 99.90
87.41, 2984.47, -0.071, 99.90, 99.90
88.40, 2984.40, -0.071, 99.90, 99.90
89.40, 2984.32, -0.071, 99.90, 99.90
90.40, 2984.25, -0.071, 99.90, 99.90
91.39, 2984.18, -0.071, 99.90, 99.90
92.39, 2984.11, -0.071, 99.90, 99.90
93.39, 2984.04, -0.071, 99.90, 99.90
94.38, 2983.97, -0.071, 99.90, 99.90
95.38, 2983.90, -0.071, 99.90, 99.90
96.38, 2983.83, -0.071, 99.90, 99.90
97.37, 2983.75, -0.071, 99.90, 99.90
98.37, 2983.68, -0.071, 99.90, 99.90
99.37, 2983.61, -0.071, 99.90, 99.90
100.36, 2983.54, -0.071, 99.90, 99.90
101.36, 2983.47, -0.071, 99.90, 99.90
102.36, 2983.40, -0.071, 99.90, 99.90
103.35, 2983.33, -0.071, 99.90, 99.90
104.35, 2983.25, -0.071, 99.90, 99.90
105.34, 2983.18, -0.071, 99.90, 99.90
106.34, 2983.11, -0.071, 99.90, 99.90
107.34, 2983.04, -0.071, 99.90, 99.90
108.33, 2982.97, -0.071, 99.90, 99.90
109.33, 2982.90, -0.071, 99.90, 99.90
110.33, 2982.83, -0.071, 99.90, 99.90
111.32, 2982.76, -0.071, 99.90, 99.90
112.32, 2982.68, -0.071, 99.90, 99.90
113.32, 2982.61, -0.071, 99.90, 99.90
114.31, 2982.54, -0.071, 99.90, 99.90
115.31, 2982.47, -0.071, 99.90, 99.90
116.31, 2982.40, -0.071, 99.90, 99.90
117.30, 2982.33, -0.071, 99.90, 99.90
118.30, 2982.26, -0.071, 99.90, 99.90
119.30, 2982.19, -0.071, 99.90, 99.90
120.29, 2982.11, -0.071, 99.90, 99.90
121.29, 2982.04, -0.071, 99.90, 99.90
122.29, 2981.97, -0.071, 99.90, 99.90
123.28, 2981.90, -0.071, 99.90, 99.90
124.28, 2981.83, -0.071, 99.90, 99.90
125.27, 2981.76, -0.071, 99.90, 99.90
126.27, 2981.69, -0.071, 99.90, 99.90
127.27, 2981.61, -0.071, 99.90, 99.90
128.26, 2981.54, -0.071, 99.90, 99.90
129.26, 2981.47, -0.071, 99.90, 99.90
130.26, 2981.40, -0.071, 99.90, 99.90
131.25, 2981.33, -0.071, 99.90, 99.90
132.25, 2981.26, -0.071, 99.90, 99.90
133.25, 2981.19, -0.071, 99.90, 99.90
134.24, 2981.12, -0.071, 99.90, 99.90
135.24, 2981.04, -0.071, 99.90, 99.90
136.24, 2980.97, -0.071, 99.90, 99.90
137.23, 2980.90, -0.071, 99.90, 99.90
138.23, 2980.83, -0.071, 99.90, 99.90
139.23, 2980.76, -0.071, 99.90, 99.90
140.22, 2980.69, -0.071, 99.90, 99.90
141.22, 2980.62, -0.071, 99.90, 99.90
142.21, 2980.55, -0.071, 99.90, 99.90
143.21, 2980.47, -0.071, 99.90, 99.90
144.21, 2980.40, -0.071, 99.90, 99.90
145.20, 2980.35, -0.062, 98.92, 99.90
146.20, 2980.28, -0.062, 99.90, 99.90
147.19, 2980.22, -0.062, 99.90, 99.90
147.92, 2980.72, 0.449, 48.88, 99.90
148.82, 2981.15, 0.449, 99.90, 99.90
149.72, 2981.58, 0.449, 99.90, 99.90
150.62, 2982.02, 0.449, 99.90, 99.90
151.52, 2982.45, 0.449, 99.90, 99.90
152.42, 2982.88, 0.449, 99.90, 99.90
153.32, 2983.32, 0.449, 99.90, 99.90
154.22, 2983.75, 0.449, 99.90, 99.90
155.12, 2984.18, 0.449, 99.90, 99.90
156.02, 2984.62, 0.449, 99.90, 99.90
156.92, 2985.05, 0.449, 99.90, 99.90
157.82, 2985.48, 0.449, 99.90, 99.90
158.72, 2985.92, 0.449, 99.90, 99.90
159.62, 2986.35, 0.449, 99.90, 99.90
160.52, 2986.78, 0.449, 99.90, 99.90
161.24, 2986.58, -0.052, 99.90, 49.85
162.24, 2986.53, -0.052, 99.90, 99.90
163.24, 2986.48, -0.052, 99.90, 99.90
164.24, 2986.43, -0.052, 99.90, 99.90
165.24, 2986.37, -0.052, 99.90, 99.90
166.23, 2986.32, -0.052, 99.90, 99.90
167.23, 2986.27, -0.052, 99.90, 99.90
168.23, 2986.22, -0.052, 99.90, 99.90
169.23, 2986.17, -0.052, 99.90, 99.90
170.22, 2986.11, -0.052, 99.90, 99.90
171.22, 2986.06, -0.052, 99.90, 99.90
172.22, 2986.01, -0.052, 99.90, 99.90
173.22, 2985.96, -0.052, 99.90, 99.90
174.21, 2985.91, -0.052, 99.90, 99.90
175.21, 2985.86, -0.052, 99.90, 99.90
176.21, 2985.80, -0.052, 99.90, 99.90
177.21, 2985.75, -0.052, 99.90, 99.90
178.21, 2985.70, -0.052, 99.90, 99.90
179.20, 2985.65, -0.052, 99.90, 99.90
180.20, 2985.60, -0.052, 99.90, 99.90
181.20, 2985.54, -0.052, 99.90, 99.90
182.20, 2985.49, -0.052, 99.90, 99.90
183.19, 2985.44, -0.052, 99.90, 99.90
184.19, 2985.39, -0.052, 99.90, 99.90
185.19, 2985.34, -0.052, 99.90, 99.90
186.19, 2985.29, -0.052, 99.90, 99.90
187.18, 2985.23, -0.052, 99.90, 99.90
188.18, 2985.18, -0.052, 99.90, 99.90
189.18, 2985.13, -0.052, 99.90, 99.90
190.18, 2985.08, -0.052, 99.90, 99.90
191.18, 2985.03, -0.052, 99.90, 99.90
192.17, 2984.97, -0.052, 99.90, 99.90
193.17, 2984.92, -0.052, 99.90, 99.90
194.17, 2984.87, -0.052, 99.90, 99.90
195.17, 2984.82, -0.052, 99.90, 99.90
196.16, 2984.77, -0.052, 99.90, 99.90
197.16, 2984.72, -0.052, 99.90, 99.90
198.16, 2984.66, -0.052, 99.90, 99.90
199.16, 2984.61, -0.052, 99.90, 99.90
200.15, 2984.56, -0.052, 99.90, 99.90
201.15, 2984.51, -0.052, 99.90, 99.90
202.15, 2984.46, -0.052, 99.90, 99.90
203.15, 2984.40, -0.052, 99.90, 99.90
204.14, 2984.35, -0.052, 99.90, 99.90
205.14, 2984.30, -0.052, 99.90, 99.90
206.14, 2984.25, -0.052, 99.90, 99.90
207.14, 2984.20, -0.052, 99.90, 99.90
208.14, 2984.15, -0.052, 99.90, 99.90
209.13, 2984.09, -0.052, 99.90, 99.90
210.13, 2984.04, -0.052, 99.90, 99.90
211.13, 2983.99, -0.052, 99.90, 99.90
212.13, 2983.94, -0.052, 99.90, 99.90
213.12, 2983.89, -0.052, 99.90, 99.90
214.12, 2983.83, -0.052, 99.90, 99.90
215.12, 2983.78, -0.052, 99.90, 99.90
216.12, 2983.73, -0.052, 99.90, 99.90
217.11, 2983.68, -0.052, 99.90, 99.90
218.11, 2983.63, -0.052, 99.90, 99.90
219.11, 2983.58, -0.052, 99.90, 99.90
220.11, 2983.52, -0.052, 99.90, 99.90
221.11, 2983.47, -0.052, 99.90, 99.90
222.10, 2983.42, -0.052, 99.90, 99.90
223.10, 2983.37, -0.052, 99.90, 99.90
224.10, 2983.32, -0.052, 99.90, 99.90
225.10, 2983.26, -0.052, 99.90, 99.90
226.09, 2983.21, -0.052, 99.90, 99.90
227.09, 2983.16, -0.052, 99.90, 99.90
228.09, 2983.11, -0.052, 99.90, 99.90
229.09, 2983.06, -0.052, 99.90, 99.90
230.08, 2983.01, -0.052, 99.90, 99.90
231.08, 2982.95, -0.052, 99.90, 99.90
232.08, 2982.90, -0.052, 99.90, 99.90
233.08, 2982.85, -0.052, 99.90, 99.90
234.08, 2982.80, -0.052, 99.90, 99.90
235.07, 2982.75, -0.052, 99.90, 99.90
236.07, 2982.70, -0.052, 99.90, 99.90
237.07, 2982.64, -0.052, 99.90, 99.90
238.07, 2982.59, -0.052, 99.90, 99.90
239.06, 2982.54, -0.052, 99.90, 99.90
240.06, 2982.49, -0.052, 99.90, 99.90
241.06, 2982.44, -0.052, 99.90, 99.90
242.06, 2982.38, -0.052, 99.90, 99.90
243.05, 2982.33, -0.052, 99.90, 99.90
244.05, 2982.28, -0.052, 99.90, 99.90
245.05, 2982.23, -0.052, 99.90, 99.90
246.05, 2982.18, -0.052, 99.90, 99.90
247.04, 2982.13, -0.052, 99.90, 99.90
248.04, 2982.07, -0.052, 99.90, 99.90
249.04, 2982.02, -0.052, 99.90, 99.90
250.04, 2981.97, -0.052, 99.90, 99.90
251.04, 2981.92, -0.052, 99.90, 99.90
252.03, 2981.87, -0.052, 99.90, 99.90
253.03, 2981.81, -0.052, 99.90, 99.90
254.03, 2981.76, -0.052, 99.90, 99.90
255.03, 2981.71, -0.052, 99.90, 99.90
256.02, 2981.66, -0.052, 99.90, 99.90
257.02, 2981.61, -0.052, 99.90, 99.90
258.02, 2981.56, -0.052, 99.90, 99.90
259.02, 2981.50, -0.052, 99.90, 99.90
260.01, 2981.45, -0.052, 99.90, 99.90
261.01, 2981.40, -0.052, 99.90, 99.90
262.01, 2981.35, -0.052, 99.90, 99.90
263.01, 2981.30, -0.052, 99.90, 99.90
264.01, 2981.24, -0.052, 99.90, 99.90
265.00, 2981.19, -0.052, 99.90, 99.90
266.00, 2981.14, -0.052, 99.90, 99.90
267.00, 2981.09, -0.052, 99.90, 99.90
268.00, 2981.04, -0.052, 99.90, 99.90
268.99, 2980.99, -0.052, 99.90, 99.90
269.99, 2980.93, -0.052, 99.90, 99.90
270.99, 2980.88, -0.052, 99.90, 99.90
271.99, 2980.83, -0.052, 99.90, 99.90
272.98, 2980.78, -0.052, 99.90, 99.90
273.98, 2980.73, -0.052, 99.90, 99.90
274.98, 2980.67, -0.052, 99.90, 99.90
275.98, 2980.62, -0.052, 99.90, 99.90
276.98, 2980.57, -0.052, 99.90, 99.90
277.97, 2980.52, -0.052, 99.90, 99.90
278.97, 2980.47, -0.052, 99.90, 99.90
279.97, 2980.42, -0.052, 99.90, 99.90
280.97, 2980.36, -0.052, 99.90, 99.90
281.69, 2980.86, 0.449, 49.85, 99.90
282.59, 2981.29, 0.449, 99.90, 99.90
283.49, 2981.72, 0.449, 99.90, 99.90
284.39, 2982.16, 0.449, 99.90, 99.90
285.29, 2982.59, 0.449, 99.90, 99.90
286.19, 2983.02, 0.449, 99.90, 99.90
287.09, 2983.46, 0.449, 99.90, 99.90
